name,district,interests,age,longitude,latitude
Chan Yan Ting,Ying Tung Estate,Cooking together; Photo sharing and memory talk; Reading aloud; Tea time conversation,31,113.954758,22.288864
Yip Sze Wing,Shun On Estate,Mahjong companion; Home visit companionship; Phone and smartphone help; Photo sharing and memory talk,30,114.221306,22.331611
Leung Yiu Tung,Ying Ming Court,Grocery escort; Cooking together; Board games; Phone and smartphone help,23,114.258188,22.32472
Ho Kwok Him,Harmony Garden,Phone and smartphone help; Clinic escort; Reading aloud,24,114.246636,22.26741
Lam Ho Yin,Ka Lung Court,Chinese chess; Simple stretching session; Old songs karaoke; Home visit companionship; Phone and smartphone help,29,114.139741,22.25078
Ho Pak Hei,Fu Heng Estate,Phone and smartphone help; Clinic escort; Calligraphy practice,26,114.172678,22.463646
Lam Tsz Ho,Lek Yuen Estate,Calligraphy practice; Park walk and chat; Clinic escort,24,114.192287,22.38646
Leung Kwok Him,Tin Oi Court,Phone and smartphone help; Photo sharing and memory talk; Simple stretching session; Old songs karaoke,27,114.001354,22.446024
Lau Siu Tung,Tin Chung Court,Photo sharing and memory talk; Simple stretching session; Grocery escort,29,113.992729,22.463174
Ho Tsz Wai,Hoi Ying Estate,Cooking together; Photo sharing and memory talk; Mahjong companion,23,114.14164,22.322565
Cheung Sze Wing,The Grandiose,Reading aloud; Calligraphy practice; Chinese chess,29,114.260161,22.306457
Tang Man Yi,Whampoa Estate,Community centre activities; Tea time conversation; Photo sharing and memory talk,28,114.188641,22.314065
Yip Hiu Lam,Park Island,Home visit companionship; Cooking together; Mahjong companion,25,114.058456,22.349255
Chow Ka Ching,Sun Yuen Long Centre,Grocery escort; Tea time conversation; Mahjong companion,22,114.031124,22.443272
Wong Ka Ching,Kwong Yuen Estate,Reading aloud; Simple stretching session; Cooking together; Calligraphy practice,32,114.217673,22.374287
Chan Hiu Lam,Kwun Tong Garden Estate,Community centre activities; Cooking together; Reading aloud; Mahjong companion,31,114.223154,22.313758
Cheung Ka Ming,The Pinnacle,Park walk and chat; Tea time conversation; Photo sharing and memory talk,24,114.253577,22.320433
Lau Siu Tung,Shek Pai Wan Estate,Tea time conversation; Photo sharing and memory talk; Phone and smartphone help,27,114.154562,22.248421
Chow Ka Ming,Tak Tin Estate,Reading aloud; Chinese chess; Grocery escort,26,114.241898,22.302005
Yip Yuk Ting,Bedford Gardens,Park walk and chat; Grocery escort; Clinic escort; Photo sharing and memory talk,32,114.200559,22.283194
Lee Chi Ho,Fung Wo Estate,Cooking together; Reading aloud; Clinic escort,26,114.195256,22.380187
Lee Siu Tung,Vianni Cove,Grocery escort; Simple stretching session; Phone and smartphone help,25,113.997816,22.45846
Chan Yan Ting,Lucky Plaza,Clinic escort; Tea time conversation; Home visit companionship; Reading aloud,25,114.196085,22.380156
Chan Ka Ming,Tsui Ning Garden,Board games; Simple stretching session; Tea time conversation,20,113.970968,22.389339
Wong Pak Hei,Shan King Estate,Phone and smartphone help; Cooking together; Community centre activities,22,113.973419,22.402886
Lam Sze Wing,Chuk Yuen North Estate,Grocery escort; Clinic escort; Tea time conversation; Community centre activities,24,114.188386,22.349934
Tang Man Yi,Hiu Lai Court,Mahjong companion; Phone and smartphone help; Grocery escort,19,114.229923,22.316954
Lee Kwok Him,Choi Wan (1) Estate,Simple stretching session; Tea time conversation; Home visit companionship,31,114.19861,22.330992
Tang Wai Man,Prime View Garden,Board games; Phone and smartphone help; Grocery escort,25,113.977913,22.405893
Leung Yuk Ting,Tin Oi Court,Calligraphy practice; Park walk and chat; Chinese chess,32,114.002593,22.460807
Chow Pak Hei,Lee On Estate,Clinic escort; Calligraphy practice; Photo sharing and memory talk,21,114.236952,22.433158
Chow Sze Wing,Kai Tsui Court,Tea time conversation; Grocery escort; Park walk and chat; Phone and smartphone help; Old songs karaoke,26,114.257021,22.267424
Chan Yan Ting,Fu Tung Estate,Grocery escort; Board games; Tea time conversation; Simple stretching session,19,113.935724,22.282875
Tang Wing Sze,Fu Shan Estate,Home visit companionship; Tea time conversation; Cooking together; Park walk and chat; Phone and smartphone help,24,114.20815,22.337172
Wong Lok Yin,Kwai Chung Estate,Clinic escort; Chinese chess; Calligraphy practice,23,114.134744,22.375741
Lam Ho Yin,Sun Hing Garden,Mahjong companion; Old songs karaoke; Community centre activities,26,114.18046,22.453016
Tang Pak Hei,Lung Mun Oasis,Clinic escort; Phone and smartphone help; Cooking together,26,113.970761,22.38192
Tang Ka Ming,Kam Ying Court,Grocery escort; Clinic escort; Simple stretching session,24,114.22874,22.421798
Yip Tsz Wai,King Lam Estate,Board games; Park walk and chat; Grocery escort; Reading aloud; Cooking together,24,114.261866,22.316478
Lau Siu Tung,Upper Wong Tai Sin Estate,Simple stretching session; Old songs karaoke; Tea time conversation,24,114.195,22.344412
Lam Yiu Tung,Nan Fung Plaza,Reading aloud; Board games; Calligraphy practice; Mahjong companion; Clinic escort,25,114.266908,22.307019
Wong Yan Ting,YOHO Midtown,Old songs karaoke; Board games; Photo sharing and memory talk,21,114.036928,22.439647
Ng Tsz Wai,Cheung Lung Wai Estate,Board games; Grocery escort; Chinese chess,24,114.129784,22.490987
Leung Kwok Him,Cheung Wah Estate,Home visit companionship; Calligraphy practice; Photo sharing and memory talk,24,114.134379,22.486778
Yip Sze Wing,On Yam Estate,Mahjong companion; Phone and smartphone help; Park walk and chat,19,114.142294,22.368775
Leung Yuk Ting,Long Shin Estate,Community centre activities; Cooking together; Clinic escort; Board games,30,114.052932,22.439023
Tang Tsz Ho,Liberte,Photo sharing and memory talk; Chinese chess; Park walk and chat; Board games,29,114.154354,22.336403
Tang Lok Yin,Po Ming Court,Old songs karaoke; Photo sharing and memory talk; Simple stretching session,30,114.257745,22.314148
Chan Tsz Wai,Choi Ha Estate,Board games; Park walk and chat; Community centre activities,24,114.211085,22.331702
Wong Chi Ho,Siu Lun Court,Clinic escort; Chinese chess; Home visit companionship,30,113.972797,22.385689
Ho Ka Ming,Po Ming Court,Tea time conversation; Old songs karaoke; Mahjong companion; Cooking together,24,114.254369,22.318864
Lee Sze Wing,Island Resort,Community centre activities; Calligraphy practice; Reading aloud,23,114.251576,22.268783
Lau Tsz Wai,Wan Tau Tong Estate,Home visit companionship; Photo sharing and memory talk; Old songs karaoke,31,114.162451,22.449853
Lam Wai Man,Melody Garden,Mahjong companion; Reading aloud; Park walk and chat; Cooking together,22,113.968074,22.369653
Ng Wing Sze,Leung King Estate,Home visit companionship; Grocery escort; Photo sharing and memory talk,22,113.966193,22.411962
Ng Lok Yin,Kornhill Gardens,Reading aloud; Chinese chess; Mahjong companion; Calligraphy practice; Simple stretching session,22,114.223596,22.280649
Leung Tsz Ho,Pierhead Garden,Reading aloud; Simple stretching session; Grocery escort; Cooking together,34,113.962638,22.378141
Wong Wing Sze,Tai Hang Tung Estate,Old songs karaoke; Reading aloud; Park walk and chat; Grocery escort,25,114.164226,22.331104
Ho Wai Man,Lok Wah South Estate,Home visit companionship; Phone and smartphone help; Park walk and chat,33,114.21714,22.32715
Tang Siu Tung,Tin Wah Estate,Cooking together; Phone and smartphone help; Community centre activities; Reading aloud,32,113.995666,22.467173
Lau Yuk Ting,Chak On Estate,Board games; Reading aloud; Simple stretching session,29,114.165199,22.348227
Yip Pak Hei,Nan Fung Plaza,Cooking together; Mahjong companion; Calligraphy practice,29,114.260095,22.321239
Ng Siu Tung,Nam Cheong Estate,Mahjong companion; Park walk and chat; Photo sharing and memory talk; Calligraphy practice,24,114.162068,22.331808
Cheung Yuk Ting,Tong Ming Court,Mahjong companion; Old songs karaoke; Chinese chess; Community centre activities; Grocery escort,20,114.255691,22.307769
Yip Yuk Ting,Tin Tsz Estate,Park walk and chat; Board games; Old songs karaoke,27,114.005395,22.454812
Lee Man Yi,Riviera Gardens,Old songs karaoke; Tea time conversation; Mahjong companion; Simple stretching session,25,114.120225,22.36338
Ng Yiu Tung,Yau Chui Court,Park walk and chat; Board games; Reading aloud,22,114.244357,22.299475
Lam Sze Wing,Rhythm Garden,Tea time conversation; Photo sharing and memory talk; Grocery escort,28,114.209874,22.336238
Ng Yiu Tung,Tsz Hong Estate,Cooking together; Simple stretching session; Old songs karaoke,29,114.208894,22.346198
Ho Sze Wing,Cho Yiu Chuen,Mahjong companion; Simple stretching session; Cooking together,30,114.124558,22.350474
Tang Kwok Him,Fanling Centre,Mahjong companion; Park walk and chat; Clinic escort; Old songs karaoke,27,114.133862,22.487135
Cheung Hiu Lam,Yung Ming Court,Tea time conversation; Simple stretching session; Home visit companionship; Cooking together,24,114.257808,22.29811
Lam Pak Hei,Vianni Cove,Chinese chess; Mahjong companion; Home visit companionship; Park walk and chat,26,114.000934,22.471688
Leung Sze Wing,Hung Fuk Estate,Park walk and chat; Phone and smartphone help; Old songs karaoke; Home visit companionship; Chinese chess,24,113.997907,22.43092
Chan Yiu Tung,Ying Tung Estate,Clinic escort; Phone and smartphone help; Chinese chess,22,113.959603,22.298716
Cheung Tsz Wai,Laguna City,Chinese chess; Cooking together; Clinic escort; Tea time conversation,26,114.229736,22.306709
Wong Pak Hei,The Sherwood,Photo sharing and memory talk; Grocery escort; Board games,24,113.977838,22.423688
Lau Yiu Tung,Park Avenue,Tea time conversation; Phone and smartphone help; Grocery escort,22,114.165211,22.316537
Lau Pak Hei,Hing Wah (2) Estate,Old songs karaoke; Mahjong companion; Clinic escort; Simple stretching session; Chinese chess,33,114.142963,22.248588
Lam Wing Sze,Tsing Yi Garden,Home visit companionship; Simple stretching session; Calligraphy practice,28,114.104044,22.361257
Chow Lok Yin,Lower Wong Tai Sin (1) Estate,Clinic escort; Board games; Tea time conversation; Park walk and chat,21,114.191872,22.34567
Chow Yan Ting,Jubilee Garden,Park walk and chat; Chinese chess; Community centre activities,32,114.195724,22.397104
Chan Ka Ching,Fu Ning Garden,Mahjong companion; Tea time conversation; Cooking together; Clinic escort,22,114.260688,22.314631
Tang Sze Wing,Sea Crest Villa,Phone and smartphone help; Grocery escort; Chinese chess,21,114.031027,22.286977
Lau Tsz Wai,Lower Wong Tai Sin (1) Estate,Phone and smartphone help; Tea time conversation; Mahjong companion,23,114.19878,22.337993
Leung Yan Ting,Kam Fung Court,Grocery escort; Tea time conversation; Old songs karaoke,26,114.225058,22.422415
Wong Pak Hei,May Shing Court,Cooking together; Chinese chess; Reading aloud; Park walk and chat,21,114.182435,22.377475
Wong Wai Man,Allway Gardens,Grocery escort; Old songs karaoke; Park walk and chat,28,114.105286,22.369669
Chan Yan Ting,Laguna City,Board games; Grocery escort; Park walk and chat,28,114.223366,22.299159
Chan Wing Sze,Hin Keng Estate,Chinese chess; Phone and smartphone help; Calligraphy practice,25,114.176079,22.359385
Wong Ka Ching,Villa Esplanada,Tea time conversation; Clinic escort; Photo sharing and memory talk; Simple stretching session,31,114.102535,22.357318
Tang Ka Ching,Po Ming Court,Calligraphy practice; Reading aloud; Community centre activities,22,114.258778,22.317585
Yip Yiu Tung,Mei Tin Estate,Mahjong companion; Grocery escort; Home visit companionship; Chinese chess,23,114.168007,22.36891
Lam Wing Sze,Tin Fu Court,Cooking together; Grocery escort; Phone and smartphone help; Community centre activities,32,113.991683,22.461246
Chan Ka Ching,Parkland Villas,Cooking together; Mahjong companion; Simple stretching session,28,113.977844,22.416567
Cheung Sze Wing,Oi Man Estate,Board games; Simple stretching session; Old songs karaoke; Tea time conversation,32,114.181753,22.312605
Lee Chi Ho,Wah Ming Estate,Clinic escort; Grocery escort; Board games,22,114.135878,22.489155
Ho Ho Yin,On Ning Garden,Home visit companionship; Reading aloud; Photo sharing and memory talk; Park walk and chat; Phone and smartphone help,28,114.260262,22.309887
Chow Sze Wing,Yuk Po Court,Tea time conversation; Clinic escort; Grocery escort,24,114.133256,22.495527
Ho Wai Man,Kai Tsui Court,Community centre activities; Cooking together; Tea time conversation; Old songs karaoke; Mahjong companion,33,114.251697,22.256647
Ng Ka Ming,Riviera Gardens,Board games; Mahjong companion; Tea time conversation,30,114.117713,22.368742
Leung Wing Sze,Broadview Court,Community centre activities; Home visit companionship; Grocery escort,19,114.162417,22.248262
Chan Pak Hei,Discovery Park,Park walk and chat; Tea time conversation; Phone and smartphone help,27,114.109496,22.382147
Ng Man Yi,Choi Ha Estate,Cooking together; Simple stretching session; Park walk and chat; Board games; Clinic escort,27,114.217929,22.325406
Yip Yan Ting,Vianni Cove,Cooking together; Home visit companionship; Community centre activities,26,114.010912,22.458198
Chan Chi Ho,I-Feng Mansion,Park walk and chat; Cooking together; Chinese chess,29,114.145666,22.274834
Lam Tsz Wai,Tai Hang Sai Estate,Board games; Clinic escort; Photo sharing and memory talk,24,114.170854,22.339312
Cheung Wing Sze,Vision City,Community centre activities; Reading aloud; Calligraphy practice,32,114.111413,22.362399
Lam Ka Ming,Yuccie Square,Photo sharing and memory talk; Community centre activities; Clinic escort; Calligraphy practice,29,114.024244,22.453504
Lam Ka Ming,Cheung Ching Estate,Tea time conversation; Photo sharing and memory talk; Clinic escort; Chinese chess; Phone and smartphone help,26,114.109877,22.353491
Lee Yan Ting,Shek Yam East Estate,Clinic escort; Calligraphy practice; Grocery escort; Park walk and chat,25,114.137709,22.378699
Yip Hiu Lam,Tin Wan Estate,Reading aloud; Tea time conversation; Simple stretching session; Grocery escort,27,114.142664,22.249493
Lam Pak Hei,Tsui Ping South Estate,Chinese chess; Calligraphy practice; Grocery escort,32,114.227975,22.311227
Chow Man Yi,Po Pui Court,Calligraphy practice; Photo sharing and memory talk; Mahjong companion; Chinese chess,24,114.224901,22.318339
Ho Ho Yin,Riviera Gardens,Reading aloud; Park walk and chat; Grocery escort; Home visit companionship,27,114.113411,22.370062
Tang Yan Ting,Tseung Kwan O Plaza,Tea time conversation; Cooking together; Photo sharing and memory talk,22,114.262492,22.308185
Lau Hiu Lam,Serenity Place,Clinic escort; Simple stretching session; Community centre activities; Mahjong companion; Phone and smartphone help,30,114.249052,22.328779
Tang Kwok Him,Choi Yuen Estate,Phone and smartphone help; Chinese chess; Calligraphy practice,29,114.123341,22.493689
Chan Kwok Him,May Shing Court,Mahjong companion; Home visit companionship; Reading aloud,30,114.175568,22.374811
Yip Wing Sze,Mei Lam Estate,Calligraphy practice; Phone and smartphone help; Tea time conversation; Home visit companionship; Photo sharing and memory talk,23,114.16913,22.381144
Ng Hiu Lam,Wo Ming Court,Clinic escort; Calligraphy practice; Cooking together; Park walk and chat,24,114.265533,22.315329
